id,Z-0_MA_AA,Z-1_MA_AA,Z-2_MA_AA,Z-3_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,T-0_MA_AA,T-1_MA_AA,T-2_MA_AA,T-3_MA_AA,S-0_MA_AA,S-1_MA_AA,S-2_MA_AA,S-3_MA_AA,chi-0_MA_AA,chi-1_MA_AA,chi-2_MA_AA,chi-3_MA_AA,qnat-0_MA_AA,qnat-1_MA_AA,qnat-2_MA_AA,qnat-3_MA_AA,Vnat-0_MA_AA,Vnat-1_MA_AA,Vnat-2_MA_AA,Vnat-3_MA_AA,Ns-0_MA_AA,Ns-1_MA_AA,Ns-2_MA_AA,Ns-3_MA_AA,Np-0_MA_AA,Np-1_MA_AA,Np-2_MA_AA,Np-3_MA_AA,Nd-0_MA_AA,Nd-1_MA_AA,Nd-2_MA_AA,Nd-3_MA_AA,Nlp-0_MA_AA,Nlp-1_MA_AA,Nlp-2_MA_AA,Nlp-3_MA_AA,LPde-0_MA_AA,LPde-1_MA_AA,LPde-2_MA_AA,LPde-3_MA_AA,LPe-0_MA_AA,LPe-1_MA_AA,LPe-2_MA_AA,LPe-3_MA_AA,LPocc-0_MA_AA,LPocc-1_MA_AA,LPocc-2_MA_AA,LPocc-3_MA_AA,LPs-0_MA_AA,LPs-1_MA_AA,LPs-2_MA_AA,LPs-3_MA_AA,LPp-0_MA_AA,LPp-1_MA_AA,LPp-2_MA_AA,LPp-3_MA_AA,LPd-0_MA_AA,LPd-1_MA_AA,LPd-2_MA_AA,LPd-3_MA_AA,Nlv-0_MA_AA,Nlv-1_MA_AA,Nlv-2_MA_AA,Nlv-3_MA_AA,LVde-0_MA_AA,LVde-1_MA_AA,LVde-2_MA_AA,LVde-3_MA_AA,LVe-0_MA_AA,LVe-1_MA_AA,LVe-2_MA_AA,LVe-3_MA_AA,LVocc-0_MA_AA,LVocc-1_MA_AA,LVocc-2_MA_AA,LVocc-3_MA_AA,LVs-0_MA_AA,LVs-1_MA_AA,LVs-2_MA_AA,LVs-3_MA_AA,LVp-0_MA_AA,LVp-1_MA_AA,LVp-2_MA_AA,LVp-3_MA_AA,LVd-0_MA_AA,LVd-1_MA_AA,LVd-2_MA_AA,LVd-3_MA_AA,target_distance,target_barrier,target_angle
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,2772.0,2002.0,2926.0,1.0,5.0,4.0,8.0,25.0,55.0,60.0,110.0,1.988,4.794,4.061,7.05,4.84,34.232,24.596,43.34,0.019363,-0.116444,-0.097309,-0.14708,77.714627,235.37114,164.29474,237.67245,0.548,5.276,3.13,5.543,0.0,0.393,0.289,0.391,65.772,0.243,0.0,0.0,16.0,24.0,4.0,0.0,0.003132,0.03158,0.0,0.0,0.017562,0.132448,0.031108,0.0,3.922935,11.100556,3.009959,0.0,0.01113,0.083693,1.1e-05,0.0,0.0,0.000441,0.0002,0.0,0.799772,0.000537,8.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9632,22.1,30.8618
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,2772.0,2541.0,3003.0,1.0,4.0,5.0,9.0,16.0,36.0,56.0,92.0,1.988,4.498,5.062,7.487,4.84,24.86,31.284,48.18,0.001226,-0.014044,-0.049065,-0.023828,79.633136,181.045105,217.040259,246.130046,0.548,3.996,4.174,5.987,0.0,0.15,0.187,0.195,67.24,0.164,0.082,0.0,9.0,15.0,6.0,0.0,0.003477,0.02206,0.0,0.0,0.016134,0.06073,0.064027,0.0,3.892768,7.147544,6.358656,0.0,0.008317,0.022353,0.032586,0.0,0.0,0.000175,0.000164,0.0,0.825736,0.000182,0.00109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9564,14.2,31.1579
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,1925.0,3003.0,3080.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,96.0,1.988,4.089,6.091,7.924,4.84,23.518,36.894,53.02,5.6e-05,-0.001935,-0.013007,-0.003232,80.345946,153.548986,256.910562,254.009227,0.533,3.482,4.847,6.46,0.0,0.125,0.221,0.195,68.228,0.165,0.083,0.0,9.0,6.0,6.0,0.0,0.018791,0.0,0.0,0.0,0.001471,0.015639,0.019116,0.0,3.871214,6.305336,6.290245,0.0,0.006806,0.063121,0.027868,0.0,0.0,0.000123,0.000166,0.0,0.841623,9.2e-05,0.001101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614,8.8,31.1288
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,1925.0,3080.0,3003.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,92.0,1.988,4.089,6.063,7.487,4.84,23.518,37.972,48.18,0.00042,-0.00074,0.037373,0.013292,80.888978,151.188441,267.344475,247.809246,0.548,3.53,5.335,5.972,0.0,0.122,0.226,0.195,68.558,0.166,0.166,0.0,16.0,8.0,12.0,0.0,0.01505,0.0,0.0,0.0,0.004169,0.027894,0.04994,0.0,3.884604,6.334838,10.155544,0.0,0.007006,0.066391,0.069823,0.0,0.0,0.000121,0.000216,0.0,0.839239,9.2e-05,0.001649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9846,6.5,32.2631
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2002.0,3003.0,3619.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,96.0,1.988,4.061,6.091,8.418,4.84,24.596,36.894,55.748,0.010696,-0.070608,-0.06867,-0.125674,78.579183,164.529633,244.217852,302.324761,0.518,3.571,4.55,7.056,0.0,0.137,0.213,0.244,66.586,0.163,0.163,0.082,9.0,6.0,6.0,9.0,0.007252,0.0,0.0,0.022677,0.009857,0.057802,0.050897,0.019774,3.890875,6.754239,6.372732,3.230097,0.008556,0.071068,0.032884,0.0,0.0,0.000123,0.000164,0.0001,0.823375,0.000272,0.001089,0.00127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993,16.2,32.5699
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2002.0,3003.0,4235.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,96.0,1.988,4.061,6.091,8.968,4.84,24.596,36.894,53.856,0.009229,-0.049931,-0.119036,-0.077465,78.720724,163.178653,249.631025,298.836856,0.518,3.535,4.694,7.092,0.0,0.136,0.217,0.239,66.749,0.163,0.163,0.163,9.0,6.0,6.0,9.0,0.009008,0.0,0.0,0.02645,0.009811,0.058805,0.051408,0.014651,3.894308,6.7422,6.330371,3.265326,0.008446,0.063236,0.03222,9e-06,0.0,0.000131,0.000165,0.0001,0.824464,0.000182,0.00109,0.001634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0012,14.6,33.007
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,5929.0,2079.0,2618.0,3003.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,92.0,1.988,3.99,5.499,7.487,4.84,25.476,36.124,48.18,0.026225,-0.149297,-0.160376,-0.109721,77.379468,174.222908,219.062933,242.584934,0.533,3.862,4.526,5.891,0.0,0.292,0.375,0.391,65.448,0.162,0.081,0.0,9.0,12.0,6.0,0.0,0.003209,0.014357,0.0,0.0,0.013044,0.051908,0.056312,0.0,3.91288,7.080866,6.448388,0.0,0.01002,0.025265,0.036476,0.0,0.0,0.000175,0.000163,0.0,0.80982,0.00036,0.00108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9783,19.8,31.8688
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929.0,2695.0,2618.0,3003.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,92.0,1.988,4.54,5.499,7.487,4.84,23.584,36.124,48.18,0.000263,0.007826,0.020426,0.010967,80.5246,173.690598,225.907506,247.468165,0.548,3.929,4.803,5.994,0.0,0.283,0.375,0.391,68.062,0.248,0.082,0.0,9.0,12.0,6.0,0.0,0.004967,0.016149,0.0,0.0,0.012279,0.047963,0.055198,0.0,3.86323,7.001933,6.354887,0.0,0.007157,0.020693,0.030405,0.0,0.0,0.000175,0.000164,0.0,0.837774,0.000641,0.001098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8898,11.9,27.3619
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,5929.0,4158.0,2541.0,3388.0,1.0,4.0,5.0,9.0,16.0,36.0,56.0,104.0,1.988,4.752,5.062,8.079,4.84,24.42,31.284,48.95,0.000158,0.004632,0.015168,0.019093,80.570371,181.881278,216.587279,282.006442,0.533,3.942,4.0,6.256,0.0,0.15,0.187,0.229,68.228,0.165,0.083,0.0,16.0,20.0,4.0,0.0,0.00319,0.019884,0.0,0.0,0.015374,0.057023,0.028321,0.0,3.867673,7.151824,3.00302,0.0,0.007815,0.021649,0.0,0.0,0.0,0.000175,0.0001,0.0,0.830832,0.000182,9.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9195,9.8,29.3764
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,2772.0,2541.0,3388.0,1.0,4.0,5.0,9.0,16.0,36.0,56.0,104.0,1.988,4.498,5.062,8.079,4.84,24.86,31.284,48.95,0.000223,-0.005628,-0.018047,-0.022867,79.977607,181.281902,215.802764,281.069728,0.548,3.989,4.055,6.349,0.0,0.3,0.374,0.458,67.568,0.164,0.082,0.0,16.0,20.0,4.0,0.0,0.003546,0.02233,0.0,0.0,0.014283,0.056025,0.027215,0.0,3.881373,7.142788,3.007625,0.0,0.008501,0.02258,0.0,0.0,0.0,0.000175,0.0001,0.0,0.823919,0.000182,9.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947,11.4,30.6147
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929.0,1925.0,3003.0,3465.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,108.0,1.988,4.089,6.091,8.516,4.84,23.518,36.894,53.79,0.000361,0.004371,0.029655,0.024721,80.819201,153.803301,256.008245,289.47675,0.518,3.406,4.651,6.732,0.0,0.125,0.22,0.229,68.724,0.166,0.0,0.0,16.0,8.0,4.0,0.0,0.017363,0.0,0.0,0.0,0.001257,0.014056,0.007876,0.0,3.869207,6.278327,3.012782,0.0,0.007106,0.06454,0.0,0.0,0.0,0.000123,0.0001,0.0,0.838323,9.2e-05,9.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9692,10.0,31.4923
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,1925.0,3080.0,3388.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,104.0,1.988,4.089,6.063,8.079,4.84,23.518,37.972,48.95,0.002639,-0.003227,0.08383,0.078279,81.446293,151.545575,266.560816,283.594239,0.548,3.5,5.195,6.349,0.0,0.122,0.225,0.229,69.056,0.166,0.083,0.0,16.0,8.0,8.0,0.0,0.012955,0.0,0.0,0.0,0.003889,0.026095,0.029718,0.0,3.885669,6.305605,6.906036,0.0,0.007344,0.068166,0.043227,0.0,0.0,0.00012,0.000149,0.0,0.835762,9.1e-05,0.00064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982,10.7,33.0134
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2002.0,3003.0,4004.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,108.0,1.988,4.061,6.091,9.01,4.84,24.596,36.894,56.518,0.007302,-0.056248,-0.039915,-0.177776,78.889924,164.686758,242.961781,337.215078,0.518,3.542,4.435,7.409,0.0,0.137,0.213,0.277,66.912,0.164,0.164,0.082,16.0,8.0,4.0,12.0,0.007519,0.0,0.0,0.02317,0.008891,0.054117,0.021941,0.018268,3.884053,6.7426,3.011915,3.240468,0.008761,0.071726,0.0,0.0,0.0,0.000123,0.0001,0.0001,0.82138,0.000272,9.1e-05,0.001269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981,18.9,31.9919
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2002.0,3003.0,4620.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,108.0,1.988,4.061,6.091,9.56,4.84,24.596,36.894,54.626,0.005054,-0.034663,-0.074151,-0.119277,79.153584,163.401582,248.583836,334.061821,0.518,3.514,4.579,7.445,0.0,0.136,0.216,0.273,67.24,0.164,0.082,0.164,16.0,8.0,4.0,12.0,0.009463,0.0,0.0,0.027121,0.007973,0.051995,0.020828,0.012671,3.881097,6.712729,3.001548,3.268175,0.00878,0.064091,0.0,9e-06,0.0,0.000132,0.0001,0.0001,0.821198,0.000181,9.1e-05,0.001631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954,18.3,32.6493
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,3234.0,2541.0,3388.0,1.0,6.0,5.0,9.0,36.0,90.0,84.0,156.0,1.988,5.922,5.062,8.079,4.84,39.732,31.284,48.95,3.6e-05,-0.002672,-0.007129,-0.009128,80.171072,270.799276,215.841921,281.250993,0.533,6.059,3.978,6.263,0.0,0.221,0.187,0.229,67.898,0.412,0.0,0.0,16.0,28.0,4.0,0.0,0.007451,0.057525,0.0,0.0,0.008075,0.088476,0.020637,0.0,3.868932,14.032076,2.988973,0.0,0.009722,0.071426,0.0,0.0,0.0,0.000655,0.0002,0.0,0.812161,0.001352,9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0095,9.5,33.4593
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,2079.0,2618.0,3388.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,104.0,1.988,3.99,5.499,8.079,4.84,25.476,36.124,48.95,0.023013,-0.137132,-0.121498,-0.230837,77.538591,174.290562,217.621422,276.636553,0.533,3.84,4.424,6.242,0.0,0.292,0.374,0.458,65.61,0.162,0.081,0.0,9.0,12.0,6.0,0.0,0.003106,0.014228,0.0,0.0,0.011971,0.04898,0.048422,0.0,3.908213,7.086823,6.259364,0.0,0.010161,0.025392,0.019606,0.0,0.0,0.000175,0.00018,0.0,0.808381,0.00036,0.000899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805,19.8,31.8426
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,4697.0,2156.0,3696.0,1.0,5.0,4.0,8.0,25.0,55.0,60.0,150.0,1.988,5.71,4.004,8.234,4.84,30.91,26.752,44.88,0.018695,-0.007126,0.235962,0.326909,82.83348,225.543709,197.385683,312.008148,0.562,5.152,3.562,6.195,0.0,0.18,0.17,0.261,70.057,0.335,0.0,0.0,16.0,24.0,8.0,0.0,0.008911,0.034707,0.0,0.0,0.008019,0.072484,0.039818,0.0,3.832589,10.590981,6.177659,0.0,0.006162,0.072322,0.00124,0.0,0.0,0.000208,0.000198,0.0,0.848978,0.000461,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,12.8,29.537
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,5929.0,3311.0,2156.0,3696.0,1.0,5.0,4.0,8.0,25.0,55.0,60.0,150.0,1.988,5.457,4.004,8.234,4.84,31.35,26.752,44.88,0.012259,-0.004321,0.191153,0.265804,82.28032,224.88542,196.729774,311.040535,0.562,5.152,3.562,6.202,0.0,0.18,0.169,0.261,69.556,0.334,0.0,0.0,16.0,24.0,8.0,0.0,0.009237,0.037258,0.0,0.0,0.007283,0.069482,0.037789,0.0,3.84862,10.605221,6.1857,0.0,0.006593,0.074818,0.001226,0.0,0.0,0.000208,0.000198,0.0,0.844193,0.000459,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9178,14.7,29.2207
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,1848.0,3234.0,3773.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,124.0,1.988,4.117,5.964,8.672,4.84,22.44,39.93,49.72,0.023308,-0.108335,0.395194,0.331674,83.212708,137.981979,296.707614,319.842901,0.548,3.33,5.528,6.667,0.0,0.108,0.251,0.261,70.56,0.252,0.084,0.0,16.0,8.0,12.0,0.0,0.027993,0.0,0.0,0.0,2.9e-05,0.001301,0.004901,0.0,3.843051,5.758489,10.058737,0.0,0.005461,0.066569,0.039403,0.0,0.0,0.00011,0.000247,0.0,0.857291,0.0,0.000556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399,13.3,30.2315
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,1848.0,3311.0,3696.0,1.0,4.0,6.0,8.0,16.0,40.0,56.0,120.0,1.988,4.117,5.936,8.234,4.84,22.44,41.008,44.88,0.031873,-0.179806,0.476011,0.427126,83.714265,135.444082,307.328535,313.685734,0.562,3.383,6.038,6.195,0.0,0.104,0.256,0.261,70.896,0.253,0.168,0.0,16.0,8.0,16.0,0.0,0.022512,0.0,0.0,0.0,0.001227,0.009053,0.041651,0.0,3.850229,5.775775,13.915412,0.0,0.005655,0.069515,0.077967,0.0,0.0,0.000108,0.000296,0.0,0.85507,0.0,0.001202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9461,11.5,30.591
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929.0,1925.0,3234.0,4312.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,124.0,1.988,4.089,5.964,9.165,4.84,23.518,39.93,52.448,0.002448,-0.013467,0.073291,0.146739,81.316388,149.41114,283.06707,368.300235,0.548,3.478,5.284,7.385,0.0,0.12,0.243,0.31,68.89,0.249,0.166,0.083,16.0,8.0,12.0,12.0,0.01414,0.0,0.0,0.031781,0.004159,0.028387,0.059663,0.012436,3.864606,6.219706,10.080458,3.234823,0.006773,0.073897,0.044862,0.0,0.0,0.00011,0.000245,0.0001,0.842173,0.000184,0.000551,0.001285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9557,17.5,30.8786
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,1925.0,3234.0,4928.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,124.0,1.988,4.089,5.964,9.715,4.84,23.518,39.93,50.556,0.00343,-0.026339,0.120734,0.150377,81.474633,147.899125,288.66086,364.91656,0.548,3.448,5.439,7.422,0.0,0.118,0.247,0.305,69.056,0.249,0.166,0.166,16.0,8.0,12.0,12.0,0.016978,0.0,0.0,0.036242,0.003702,0.027214,0.057156,0.008748,3.858592,6.178329,10.067643,3.286658,0.00674,0.06591,0.04472,0.0,0.0,0.00012,0.000245,0.0001,0.842357,9.2e-05,0.000551,0.00156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9554,16.9,30.9652
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,3157.0,2772.0,3696.0,1.0,6.0,5.0,8.0,36.0,90.0,78.0,180.0,1.988,5.95,4.935,8.234,4.84,38.654,34.32,44.88,0.01214,-0.051254,0.241142,0.263229,82.220282,256.457778,255.10744,310.824934,0.562,6.06,4.838,6.195,0.0,0.408,0.434,0.522,69.556,0.5,0.083,0.0,16.0,28.0,12.0,0.0,0.016379,0.086834,0.0,0.0,0.003524,0.050661,0.055319,0.0,3.842306,13.526006,10.046471,0.0,0.007191,0.071987,0.047013,0.0,0.0,0.000315,0.000244,0.0,0.837408,0.001373,0.000641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874,11.8,32.6507
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929.0,2002.0,2849.0,3696.0,1.0,4.0,6.0,8.0,16.0,40.0,56.0,120.0,1.988,4.019,5.372,8.234,4.84,24.398,39.16,44.88,0.000337,0.00025,-0.033036,-0.044526,79.89857,159.384534,256.873822,306.714294,0.548,3.752,5.187,6.105,0.0,0.258,0.435,0.523,67.568,0.247,0.082,0.0,16.0,16.0,12.0,0.0,0.007331,0.019488,0.0,0.0,0.006169,0.026053,0.070305,0.0,3.885196,6.606167,10.122158,0.0,0.007921,0.03673,0.049564,0.0,0.0,0.0,0.0,0.0,0.829921,0.000273,0.000638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9722,19.3,31.4666
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,2618.0,2849.0,3696.0,1.0,4.0,6.0,8.0,16.0,40.0,56.0,120.0,1.988,4.568,5.372,8.234,4.84,22.506,39.16,44.88,0.025937,-0.071157,0.333985,0.385945,83.152331,158.584695,264.575856,312.658688,0.548,3.752,5.402,6.098,0.0,0.249,0.435,0.522,70.392,0.336,0.084,0.0,16.0,16.0,12.0,0.0,0.012737,0.026604,0.0,0.0,0.00419,0.01957,0.058634,0.0,3.826797,6.573936,10.031868,0.0,0.00561,0.029278,0.040266,0.0,0.0,0.000161,0.000246,0.0,0.855625,0.000555,0.000555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8869,14.9,27.2486
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,1848.0,3157.0,3850.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,128.0,1.988,4.117,6.035,9.109,4.84,22.44,39.05,54.56,0.011494,-0.056213,0.301179,0.191166,82.365789,139.091579,288.110096,323.708163,0.533,3.278,5.227,7.023,0.0,0.11,0.246,0.261,70.057,0.251,0.084,0.0,9.0,6.0,9.0,0.0,0.031336,0.0,0.0,0.0,0.000219,-0.003335,-0.010126,0.0,3.834195,5.777423,9.44696,0.0,0.005213,0.065637,0.024295,0.0,0.0,0.000109,0.000266,0.0,0.860627,0.0,0.001206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9451,10.7,30.6118
